duration,src_bytes,dst_bytes,count,srv_count,protocol,flag,attack
0.0365,60,1822,32,31,0,0,0
0.1946,4176,122,91,55,0,0,1
0.0041,71,424,39,5,2,0,0
0.3996,10656,53,231,31,0,0,1
0.4535,560,6513,60,33,2,3,0
0.8821,6,269,79,34,0,2,0
0.1166,170,2387,33,15,0,2,0
0.5514,202,1789,54,26,2,0,0
0.4027,6,56,159,46,0,0,1
2.1468,172,391351,22,12,0,2,1
0.2083,736,764,69,10,2,1,1
0.3019,1859,187,69,22,1,0,0
0.0006,35,292,45,12,1,0,0
0.1893,37194,1626,83,51,0,0,1
0.0507,101,204,68,32,0,1,0
0.7157,3429,109,53,24,1,0,0
0.3611,1152,3829,5,33,0,0,0
0.784,320,422,42,26,0,0,0
0.1296,32,2422,2,16,0,0,0
0.2742,860,9,58,18,1,0,1
0.2449,10717,679,88,14,1,0,1
0.1892,13194,122,49,12,0,0,0
0.1993,27,421,38,29,0,0,0
0.0738,267,43,49,17,0,3,0
0.2655,117,17531,29,21,0,2,0
0.399,1402,240,53,26,2,0,0
0.2101,10693,2,25,16,1,0,0
0.2729,1159,1032,70,19,1,0,0
0.6576,271,1324,12,10,0,1,0
0.302,256,19,50,28,0,0,0
0.4952,1893,35,88,51,0,1,1
0.2748,557,80,57,33,1,1,0
0.1426,87,349,65,31,1,0,0
0.834,529,3794,99,15,1,0,1
0.0899,223,187,114,36,0,1,1
1.0724,14954,5491,28,8,1,0,0
0.31,10117,85,44,13,1,1,1
0.4704,56,3638,73,2,1,3,0
0.3689,18130,200,1,27,2,0,0
1.2286,6861,1,10,11,2,0,0
0.7248,3200,20,45,29,1,3,0
0.5567,2350,1744,47,31,0,0,0
0.7728,502,2122,32,30,1,0,0
0.2548,11837,79,9,22,0,2,0
0.3145,8044,42,38,7,0,0,0
0.6099,6326,163,32,26,2,1,0
1.88,385,188,50,14,0,2,1
0.2027,43,2962,70,24,0,0,0
1.1596,1466,16,24,5,0,0,0
1.2237,5968,843,31,7,0,3,0
0.1225,4134,1721,43,26,0,0,0
0.3312,926,6669,24,23,0,0,0
0.9632,150837,435,177,15,1,0,1
0.3048,848,100,191,10,0,1,1
0.2112,873,68,54,27,0,0,0
0.2805,62,5,74,25,1,2,0
1.5984,2723,452,73,34,0,0,0
0.8943,9967,22,79,14,0,1,0
0.3667,235,1881,27,17,0,0,0
0.131,77,1274,74,28,0,2,1
0.3252,2269,2066,25,13,1,3,0
0.1901,474,2193,78,1,1,0,0
0.7592,9275,191,56,5,1,0,0
0.6151,117,97,23,17,0,0,0
1.3826,3040,1603,5,12,2,0,0
0.1762,1246,109,277,5,1,2,1
0.3863,75,675,72,24,1,3,0
0.412,2339,34,7,17,1,1,1
0.2873,103,95,81,17,1,2,1
0.9525,375,28956,63,31,0,1,0
0.2249,114,398,77,23,2,2,0
0.888,8,21,30,34,0,0,0
0.122,8470,29313,104,16,1,0,1
0.7002,140,15,51,5,2,0,0
0.2704,74,77,71,23,0,3,0
0.2091,2586,275,54,22,1,0,0
0.1491,9119,116,28,2,1,1,0
0.645,4851,143,88,50,1,0,1
0.4097,273,20855,262,61,0,3,1
0.1728,1165,113,258,22,0,3,1
0.6693,22,388,10,33,1,2,0
0.1108,8,54,92,27,1,2,1
1.024,366,523,35,22,0,1,0
0.3758,1056,573,8,33,0,3,0
0.3621,36,374,24,24,0,1,0
0.0405,1963,1757,17,15,0,0,0
0.1828,86,14,108,5,1,2,1
0.9439,46,1576,37,5,2,0,0
0.2456,47158,21,129,33,0,0,1
0.0256,40,53,5,1,0,1,0
0.3822,105,45,16,31,1,2,0
0.2036,21239,52,71,5,0,0,0
0.2539,584,1065,48,27,0,1,1
0.2645,330,75,72,36,1,1,1
0.0296,279,111,44,33,1,2,0
0.8468,2923,86,107,54,1,0,1
0.3817,201,327,19,28,0,0,0
0.6465,67,313,10,28,0,0,0
0.9308,2905,2922,26,24,0,1,0
0.0501,27911,189,118,33,1,2,1
0.1274,4894,588,41,20,1,2,1
0.3918,2934,1864,175,11,0,3,1
0.3622,539,127,31,15,1,0,0
0.3551,887,143,72,29,0,0,0
0.6564,130,77,31,26,0,2,0
0.2236,912,7928,79,31,0,0,0
0.3107,312487,1618,27,12,1,3,0
0.1308,31,60,76,8,1,0,0
0.4474,275,44,34,11,2,2,0
0.3289,1229,23,10,27,2,2,0
0.0687,1448,12,122,11,0,1,1
0.0334,542,2117,181,52,2,1,1
0.0157,1289,98,57,10,2,0,0
1.355,45,2361,27,3,0,1,0
1.6305,46,40,20,2,0,0,0
0.5384,303,7700,36,12,1,2,0
0.9195,664,27,20,4,1,3,0
0.1513,10229,730,65,17,2,0,0
1.7139,11149,115,15,9,0,1,0
0.9287,40,193,14,12,1,2,0
0.646,4759,98,68,33,0,0,0
0.7484,358,87,137,9,0,1,1
0.6837,47,96,55,8,0,0,0
0.6214,19742,156,18,33,0,0,0
0.5324,529,326,10,25,1,0,0
0.4994,388,958,19,17,2,3,1
0.323,4378,28,101,31,0,1,1
0.0979,709,780,18,6,0,2,0
0.1586,325,1831,33,24,0,0,0
0.1348,10609,734,9,29,0,2,0
0.0196,19705,367,169,34,0,2,1
1.1976,101,29,13,27,0,1,0
0.3636,213,99,37,12,1,1,0
0.4545,5047,6297,46,9,1,0,0
0.634,15,401,15,18,0,3,0
0.0849,919,2838,48,30,2,0,0
0.0264,103979,20,153,24,1,2,1
0.0317,2784,31,193,63,0,0,1
0.2438,13,9797,10,16,0,0,0
1.0586,37,10,38,20,1,2,0
0.1079,11,19178,65,3,1,3,0
0.433,120,1987,14,17,1,0,0
0.3007,391,11036,60,6,1,3,0
0.002,6589,0,93,38,2,1,1
0.213,1334,9466,41,26,0,0,0
0.0787,420,3272,54,16,0,0,0
0.1264,471,635,5,15,0,3,0
1.4043,929,93,29,2,0,0,0
1.0476,2975,885,10,28,1,3,0
0.5626,4764,47,63,52,0,0,1
0.4996,87962,21,126,48,0,0,1
0.4174,4467,125,123,42,0,2,1
0.8041,92,4503,24,10,1,3,0
1.0292,125983,45,213,9,1,1,1
0.0003,384,494,35,33,0,0,0
0.4963,101,356,51,28,2,2,0
1.7481,3,284,79,1,1,0,0
2.0723,26,295,25,6,0,0,0
0.2989,1566,1188,20,8,1,0,0
0.0045,103317,60131,35,7,0,0,0
0.4634,8,35,9,18,0,0,0
0.1354,1492,33,36,25,0,0,0
1.116,29,21948,24,17,1,1,0
0.1317,464,2,161,66,1,1,1
0.1376,31472,10890,250,6,1,1,1
1.6781,10,83,6,2,1,0,0
0.4211,10,3028,62,5,0,0,0
0.0336,1160,3307,52,9,0,2,0
0.3926,112,295,64,17,0,0,0
0.1413,2137,5,154,44,0,1,1
0.0278,67,16,88,20,1,1,1
0.1585,165,1506,60,17,0,0,0
0.4314,2724,441,41,10,2,3,0
0.1753,160,1977,57,9,0,0,0
0.0132,166,81394,49,8,1,0,0
0.2553,7523,830,69,3,0,0,0
0.0025,434,1250,75,7,0,1,0
1.6958,106,5972,74,2,0,0,0
0.9884,127,39,52,11,0,2,1
0.3273,42,737,62,18,1,0,0
0.467,471,1821,49,34,0,0,0
0.4019,16886,515,90,41,1,1,1
0.1542,62,11,126,16,0,1,1
1.4839,737,8,64,56,0,1,1
1.3351,781,388,64,19,1,0,0
0.0595,1084,1563,197,57,1,1,1
1.0945,42991,217,177,64,1,0,1
0.1073,8446,30,45,20,1,0,1
0.1527,55,95,223,30,0,0,1
0.4624,51,20178,3,27,0,0,0
0.0395,140,121,59,11,1,1,0
0.2233,95,114,282,54,1,1,1
0.0469,1575,124,7,5,0,0,0
0.0953,1273,89,154,62,0,3,1
0.4208,79616,68,64,30,0,0,1
0.4073,647,4062,59,29,0,0,0
0.3996,6624,539,129,27,0,1,1
0.1191,1856,215,106,11,0,2,1
0.5128,19,26,27,23,1,0,0
0.6559,157871,16675,264,34,1,2,1
0.1238,682,24019,65,14,1,0,0
0.5367,153,191540,54,20,1,1,0
1.6344,9,20,71,32,1,0,0
3.7353,470,79,42,7,1,0,0
0.066,368,888,47,5,1,0,0
1.0675,16,49,28,32,0,0,0
0.1524,887,122,33,23,0,0,0
0.1996,9,219,35,30,0,0,0
0.053,11962,121,65,18,0,1,1
0.9739,1205,28,217,17,0,0,1
0.217,19179,262,228,19,1,1,1
0.0236,574,2218,74,26,0,2,0
0.0382,29,4068,29,29,0,0,0
0.3345,721,41,198,29,0,0,1
0.8997,690,10,47,19,0,2,0
0.9733,2,428,36,10,0,0,0
0.2852,2023,248,53,21,0,0,0
1.351,39,159,32,4,1,0,0
0.2841,101,91,150,37,0,1,1
0.0106,152,718,6,22,0,0,0
0.1879,4208,19,210,37,1,0,1
0.3724,352,775,56,30,1,0,0
0.0823,3069,15327,2,8,0,0,0
0.1624,290,20,7,28,1,0,0
0.0558,1036,11,62,19,2,0,0
0.5293,14786,14,176,29,0,3,1
0.5663,67104,15,47,50,0,0,1
0.0473,396,17,58,8,0,0,0
0.3079,5094,5,30,62,0,3,1
1.738,504,1995,49,33,0,0,0
0.1599,6,131,28,19,0,0,0
0.2366,113,54,75,60,1,1,1
0.5641,647,85,4,3,0,1,0
0.5398,558,191,70,19,0,0,0
0.5501,7438,75,5,14,1,0,0
0.7979,177,36,249,14,1,3,1
0.1164,59,27,38,36,0,1,1
0.073,497,90,14,31,2,0,0
0.5589,108615,1808,110,14,0,0,1
0.4848,1208,110,69,9,1,0,0
0.0841,1933,99547,29,22,0,1,0
2.5449,209,4359,72,26,0,0,0
0.3693,120,677,67,27,0,2,0
0.4756,139,533,37,14,0,0,0
0.1629,64,13,52,29,1,3,0
0.373,4518,12,28,7,0,2,0
0.0885,477,12,211,68,1,0,1
0.324,68,2134,59,8,2,0,0
1.542,46,1320,28,3,1,2,0
0.6194,513,1220,53,13,0,3,0
0.2534,434,59,82,17,2,2,1
0.5947,2037,137,65,29,0,0,1
0.6989,2213,397,53,28,0,0,0
0.4126,88,4831,75,13,2,3,0
0.6943,428,2234,35,10,1,0,0
0.4863,626,82,199,68,2,0,1
0.295,34,1,41,32,1,0,0
0.2804,46,13536,76,15,0,0,0
0.0371,274,5677,36,11,0,0,0
0.0439,1826,22,219,12,0,1,1
0.9144,13947,5485,223,66,1,2,1
0.1379,3000,12,250,6,1,0,1
0.8132,577,546,16,32,2,2,0
0.8206,88,48,42,25,2,0,0
0.5916,49,190,7,20,2,0,0
0.3134,167,14817,1,4,1,0,0
0.4734,367,18,68,28,0,2,0
0.7344,533,13367,62,22,2,2,0
0.0315,10957,482,97,9,1,0,1
0.0104,556,246,73,27,1,0,0
0.0121,598,420,34,23,0,2,0
0.6047,297,120,113,49,0,1,1
0.7539,438,294,10,19,0,2,0
0.0296,1886,26,37,15,0,2,1
0.2342,73,64,47,20,0,0,0
0.2969,4294,3,112,15,0,1,1
0.1926,16,24,188,18,2,1,1
0.6358,334,416,30,16,0,0,0
0.7545,1386,5349,75,25,0,0,0
0.0436,15106,120,268,51,0,2,1
0.5754,46,414,36,3,0,0,0
0.5834,10835,2463,79,5,0,0,0
0.0133,80,116,78,23,1,0,0
0.0433,1377,609,10,21,1,0,0
0.0619,110,1810,76,27,0,3,0
0.6286,39,269,73,13,1,1,0
0.0791,285,93,70,10,1,3,0
0.056,249,391,38,18,0,0,0
0.6491,197,10,286,5,1,1,1
0.2521,16,66,47,13,0,0,0
0.8007,2916,10173,69,12,1,2,0
0.2576,25284,273,52,20,0,0,0
0.1826,166,327,2,32,0,0,0
0.0949,2595,19,66,34,1,3,0
0.2338,2321,391,50,2,0,0,0
0.1158,71261,1814,244,17,0,3,1
0.134,6,381,73,13,1,3,0
0.2089,181486,133,122,13,1,1,1
0.0926,142,129787,35,26,0,3,0
0.332,479,44,8,22,1,2,0
0.2494,8,1001,77,4,1,0,0
0.3045,83214,68,201,62,1,1,1
0.5976,851,5068,60,2,2,0,0
0.0414,3940,134,43,1,0,1,0
0.4438,558,19,54,26,1,0,0
0.656,49,11,74,11,0,0,0
0.4447,259,325,45,25,2,3,0
0.0169,478,183,30,31,1,0,0
0.1666,792,173,290,59,2,0,1
0.4101,257,20,71,28,0,2,1
0.2442,207,90,150,23,1,2,1
0.1303,6075,9,75,51,1,0,1
0.0098,1226,34,1,7,1,0,0
0.9659,26696,29,162,24,1,0,1
0.4791,597,888,53,24,1,0,0
0.1548,147,11,157,58,0,1,1
0.1865,573,573,201,57,1,1,1
0.0899,475,326,6,33,1,3,0
0.2395,2636,81,296,53,1,0,1
0.3956,353,74359,71,8,0,0,0
1.2483,3062,151,13,15,0,3,0
0.4418,1918,164,27,13,0,1,0
0.1766,811,125,41,31,1,0,0
0.1633,1453,65,44,20,0,0,0
0.3458,64,360,45,33,1,0,0
0.4388,332,971,29,6,2,2,0
0.4792,13,405,31,20,0,3,0
1.4279,824,7285,21,26,0,2,1
0.4377,8051,2268,65,16,0,3,0
0.2593,955,5562,4,24,2,0,0
0.0916,839,303,119,68,0,1,1
0.4435,9024,99,79,15,0,0,0
0.0152,10,27,185,64,1,2,1
0.2452,29,217,171,38,0,0,1
0.6909,1397,119,14,4,0,0,0
0.0533,22,838,16,22,1,3,0
0.1078,622,26,41,13,1,0,0
0.0963,6211,1493,17,17,0,0,0
0.0222,122,669,79,22,0,0,0
0.0806,145,142,40,11,1,1,1
0.0225,1015,93,34,6,1,0,0
0.0626,198,461,47,1,0,0,0
0.0024,973,5,285,14,0,3,1
0.4534,441,502,18,13,0,2,0
0.1516,79,14174,1,15,1,0,0
0.3665,4710,3827,25,20,0,0,0
0.075,231,12949,38,12,0,1,0
0.7938,24,355,55,21,0,0,0
2.0572,12,354,78,2,1,0,0
0.1968,189,141,50,16,0,0,1
0.0893,88,110,77,16,0,0,0
0.9861,7,3542,61,11,1,2,0
0.1119,3400,242,292,49,1,1,1
4.7591,112,3782,25,3,0,0,0
0.1771,904,754,1,20,2,2,0
0.9166,19,298,73,5,2,3,0
0.1617,948,54,10,13,2,2,1
0.5662,308,240,70,21,0,0,0
0.8631,227,268,69,11,0,2,0
0.1989,81,32,70,34,0,2,0
0.0628,767,9,130,10,0,1,1
0.1815,403,4,174,29,1,2,1
2.1739,2279,3099,51,4,0,1,0
0.1621,42473,4,256,6,0,3,1
0.3743,532,7,243,14,0,1,1
0.3891,28,1064,35,20,1,0,0
0.6272,3542,353,175,62,1,3,1
0.0247,26104,1114,61,15,0,3,0
0.1032,1324,0,119,29,0,3,1
0.2658,1224,41,290,37,0,3,1
0.0965,38,31,58,16,0,0,0
0.1017,2644,18,41,6,0,0,0
0.9467,1731,1015,18,26,0,0,0
0.1048,14,27,59,55,1,1,1
0.1625,109421,44,221,21,1,1,1
0.0861,283,3779,18,34,1,2,0
1.0822,788,147,3,8,0,0,0
0.3568,44,705,43,30,0,0,0
0.1548,821,57,8,29,0,3,0
0.093,44,58,50,9,0,1,0
0.1565,1239,3,206,39,0,1,1
1.0205,42378,150,22,13,0,2,0
0.0836,69,154,79,33,1,0,0
0.6772,475,268,66,6,1,0,0
0.8717,1029,318,14,13,1,1,0
0.0777,92,5811,37,3,1,0,0
0.891,223,168,74,1,0,0,0
0.0454,2381,5021,20,13,0,1,0
0.3433,1001,312,104,66,0,0,1
0.0602,110,118,22,1,1,0,0
0.7593,711,163,262,39,1,2,1
0.4652,302,3948,49,34,2,1,0
0.5643,31124,3682,16,25,0,0,0
0.6064,18271,284,142,13,0,1,1
0.0834,66,5,78,10,0,2,0
0.632,430,6414,42,26,0,0,1
0.2195,2330,53077,78,12,0,0,0
0.0207,20895,1234,55,12,0,1,0
0.1263,20263,205,255,66,0,2,1
0.9171,9,955,25,18,1,0,0
0.8806,444,4,233,18,0,2,1
0.3408,23,3672,26,10,1,3,0
0.1358,567,588,73,25,0,1,1
1.4732,40,1146,67,24,1,0,0
0.2878,637,12,252,7,0,1,1
0.0123,182,328,68,12,0,1,1
0.2091,2738,36,56,52,1,2,1
0.0969,147,7,234,43,1,2,1
0.6773,848,2013,63,19,1,2,0
0.0788,50,50,51,31,0,0,0
0.6458,3707,4059,268,28,1,2,1
0.4555,368,107,253,51,1,1,1
0.0974,100,198,22,29,0,0,0
0.124,8112,15,166,30,2,2,1
0.2259,154,808,143,26,2,0,1
0.3102,1184,422,8,27,1,3,0
0.0684,3445,202,67,12,0,1,0
0.0372,6297,32,244,42,0,0,1
0.1805,2098,413,58,20,0,3,0
0.4565,584,7,21,9,0,0,0
0.1407,2646,430,35,32,0,2,0
1.1259,988,822,44,8,1,0,0
0.6462,127,1838,10,4,0,0,0
0.0364,90,679,6,21,0,2,0
0.1053,14270,1479,169,40,1,1,1
0.2187,1223,1,220,64,2,3,1
0.1833,138,513,21,33,0,0,0
0.0525,143,689,10,23,0,1,0
0.1742,1627,6193,38,6,0,0,0
3.6569,10,255,11,32,0,1,0
0.3856,263,27,44,9,0,0,0
0.1283,431,80,76,23,1,1,1
0.4351,12,7696,48,25,0,2,0
0.1756,141,33,271,51,1,2,1
1.6667,13,1019,67,23,0,0,0
0.6941,81,2134,56,54,1,0,1
0.0646,11752,188,50,17,0,0,0
0.4747,15515,247,76,17,0,0,0
0.0199,162,1751,30,48,0,2,1
0.9781,126,907,73,29,1,0,0
0.7095,3576,1841,29,28,0,2,0
0.8797,9378,36,289,43,1,1,1
0.7028,8729,758,75,26,1,2,1
0.7831,107,135,36,22,0,0,0
0.0448,271,104,48,11,0,0,0
0.2065,5154,688,67,4,0,3,0
0.3553,2138,33,28,18,0,0,0
0.1642,2097,93,41,3,0,0,0
0.7773,360,0,21,23,0,2,0
0.3248,201,2078,6,7,1,1,0
0.6298,185,32,182,54,2,0,1
0.4578,1557,3657,70,3,0,0,0
0.0442,418,1114,22,17,0,0,0
0.0622,208,33,60,18,0,1,0
0.8803,7194,24,201,10,0,1,1
0.3378,11,3573,79,19,2,2,0
0.7833,99,114,71,28,0,0,0
0.0846,70,250,228,39,1,2,1
0.7126,11076,67,97,62,1,1,1
0.0169,56210,7,241,14,2,0,1
0.3502,1568,11974,12,21,1,0,0
0.6166,1682,262,69,9,2,3,0
0.0573,40515,8,226,48,0,1,1
1.2021,309,45,56,33,2,0,0
0.023,149,35,41,13,0,0,0
0.4849,4,30,4,23,1,0,0
0.0708,220,695,63,19,0,1,0
0.134,350,162,70,15,1,0,0
0.671,126048,13,8,17,0,0,0
0.2479,10662,6499,80,58,0,2,1
0.1599,4057,279,3,14,0,2,0
0.1391,2174,2325,27,24,0,2,0
0.3522,652,157,64,54,1,3,1
0.2104,692,5,52,25,0,3,1
0.2429,13226,317,153,35,1,1,1
0.7754,1,64247,67,1,1,0,0
0.7444,23674,1649,107,45,1,2,1
0.1184,170,316,27,18,0,0,0
0.0144,393,2017,68,11,2,0,0
0.2681,45,318,43,22,0,2,0
1.4366,321,251,33,26,0,0,0
0.4595,2445,7719,271,15,1,3,1
0.1394,1699,449,50,20,0,0,1
0.1809,63,317,68,33,1,0,0
0.3583,1487,417,33,3,2,0,0
0.5219,392,391,32,22,0,1,0
0.063,64,2412,14,11,1,0,0
0.5719,624,3782,32,16,0,0,0
0.147,155,1940,40,15,1,2,0
0.0353,41,433,194,22,0,2,1
2.1645,147,1367,44,6,2,2,0
0.0325,40,88,43,17,0,1,0
0.8881,43,5034,13,15,1,1,0
0.1373,67,126,5,20,0,1,0
0.7141,131467,143,210,61,0,2,1
0.9989,67,0,41,27,2,2,0
0.0178,1213,53,122,39,1,0,1
0.2142,2961,1,250,68,1,2,1
0.1278,1545,24,297,19,1,1,1
0.4362,131,12,16,16,1,1,0
0.122,1,46,251,11,0,0,1
0.3021,1507,586,65,32,1,0,0
0.1791,103,2503,16,32,1,1,0
0.9268,1166,1675,32,6,0,0,0
0.1805,470,323,199,21,1,3,1
0.1109,69,235,49,13,1,0,0
0.0474,126,0,46,34,1,2,0
0.4522,238,162,21,3,1,3,0
0.1887,1032,134,1,12,0,0,1
0.169,323,6280,28,17,0,0,0
0.0249,1862,6273,57,21,1,2,0
0.1014,8231,16464,9,12,2,2,0
0.5602,443,116,51,2,0,1,0
0.2379,42,20,80,62,1,2,1
0.2015,37,320,54,12,1,3,1
0.4024,151,119033,2,28,0,0,0
0.3543,33,332,71,17,0,1,0
0.0182,1402,362,30,23,0,2,0
0.3344,259,335,49,11,1,0,0
0.2431,51,15,122,41,2,2,1
0.4293,428,296,199,21,0,0,1
0.4261,21346,5184,42,2,1,2,0
0.1241,10784,491,248,67,0,0,1
0.1054,1001,784,9,15,1,0,0
0.7675,2144,834,10,12,1,0,0
0.0236,627,167,24,27,0,1,0
0.1239,49131,363,126,52,0,1,1
0.6023,278,381,65,3,1,0,0
0.0721,291,778,26,1,0,0,0
1.1354,906,6058,2,23,0,2,0
0.3456,1262,1005,54,9,0,1,0
0.2775,153,396,203,14,2,0,1
0.2576,42,1762,45,21,1,1,0
0.1218,11,3137,17,15,0,3,1
0.5606,3355,2867,117,35,1,0,1
0.5978,4818,112,207,5,1,1,1
0.606,12798,109590,31,33,1,0,0
0.6268,54,1213,164,38,0,0,1
0.5236,8,235,21,2,0,0,0
0.451,224,302,65,18,1,0,0
0.0663,1725,581,17,33,0,0,0
0.4906,4264,1661,1,21,2,0,1
0.3945,4364,6531,74,25,1,2,0
0.2243,4631,39,74,5,1,1,0
1.2422,248,1755,74,23,1,2,0
0.2143,70,1745,23,12,1,0,0
0.0757,18510,0,255,39,0,0,1
0.4543,32,215,5,4,0,0,0
0.8838,5028,845,78,28,0,0,0
0.2248,123,462,29,8,0,0,0
0.022,32688,9,193,50,1,1,1
0.8881,410,99,4,30,0,0,0
0.1325,263,972,2,25,0,3,0
0.1726,707,450,76,20,0,0,1
0.4867,4152,347,56,4,0,0,0
1.5298,38421,3,48,13,2,3,0
0.5975,80,735,34,10,2,0,0
0.1623,69,48,50,44,1,0,1
0.0539,4,37,86,52,0,0,1
0.7105,494,1086,79,23,0,2,0
0.0915,690,1093,9,15,0,0,0
0.8842,369,1877,6,3,0,2,0
0.1748,265,18850,50,1,0,2,0
0.4395,2308,69007,10,30,0,1,0
0.0665,6857,201,229,16,2,2,1
0.3401,106,56285,53,5,0,2,0
0.2849,546,445,12,32,1,0,0
0.2492,107328,7,272,37,0,3,1
0.3709,105070,20,3,4,0,0,0
0.0877,1131,1300,51,33,0,0,0
0.4301,105,92,34,4,0,0,0
0.6332,187814,7,257,32,1,0,1
2.1002,91,9262,17,25,0,1,0
0.0197,318,610,66,66,1,1,1
0.1063,6,3126,100,33,1,2,1
0.3555,12051,301,8,11,2,1,0
0.0938,13,43,22,14,0,2,0
0.1148,293,935,54,63,1,2,1
0.1926,824,108,5,24,1,1,0
0.0842,983,11,34,31,1,0,1
0.1261,668,1096,37,34,2,0,0
0.1935,812,216,49,21,0,1,1
0.026,619,3527,26,26,0,0,0
0.2862,3,30020,36,5,0,0,0
0.0238,15105,202,84,68,1,2,1
0.1113,643,2857,63,32,0,2,1
0.1012,5066,32,50,33,0,2,0
0.0289,646,17,159,32,0,1,1
0.2748,166,863,5,3,1,0,0
0.1769,6705,151,126,68,0,1,1
0.0598,225,8579,41,9,1,0,0
0.0392,10757,7686,271,7,0,0,1
1.6476,2259,1026,78,21,0,0,0
0.4457,250,488,61,26,2,0,0
0.4016,1379,8,158,53,1,0,1
1.2807,703,299,55,17,2,0,0
0.0693,2928,1375,46,7,2,0,0
0.0978,26,17,109,6,0,3,1
0.2943,1518,47,26,34,0,3,0
0.2344,162,10,254,17,0,1,1
0.1174,13115,400,91,24,2,1,1
0.748,65,304,78,62,1,0,1
0.0851,692,694,55,13,0,0,0
0.9844,44532,100,56,32,1,1,0
0.3031,10,4,41,3,0,2,0
0.3417,70,456,5,16,0,0,0
0.0396,170,2258,21,12,2,2,0
0.258,44,42,15,31,0,0,0
0.1514,667,18,27,25,0,0,0
0.5977,565,3414,59,18,0,0,0
0.7074,203,605,8,19,0,0,0
0.0196,30,9,247,6,1,0,1
0.0862,703,116,69,19,0,0,0
1.8305,2816,705,75,15,0,0,0
0.5438,4658,4807,60,19,0,3,1
0.0369,526,139,162,39,1,0,1
0.9468,20,993,9,1,1,2,0
0.3686,3654,309,45,31,1,0,0
0.1042,576,346,142,50,1,3,1
0.5246,839,4613,62,4,0,0,0
0.1068,22145,14132,19,22,0,2,0
0.1095,181,4979,76,24,0,1,0
0.1514,87,4006,66,24,0,2,0
0.8588,211,257,73,20,0,2,0
1.1132,15,61,51,23,0,0,0
0.3404,29,29944,55,23,0,2,0
0.0829,9715,11,56,17,0,0,0
1.0727,1133,17,78,10,0,1,0
0.5614,38364,1219,57,17,0,2,0
0.8617,356,62,76,41,0,2,1
0.3382,1317,25,184,61,1,2,1
0.4101,113,2324,184,48,1,3,1
0.489,155,208,35,15,1,3,0
0.2127,3102,21035,30,12,0,0,0
0.242,72,909,34,9,0,0,1
0.1142,52725,602,50,66,1,0,1
0.2645,14384,105755,32,2,1,0,0
0.1867,2642,6526,65,9,0,0,0
0.9499,59,322,74,25,1,2,0
0.0041,1372,197,31,29,0,2,0
0.0233,5086,137,146,25,1,0,1
0.3763,2138,5929,42,5,0,0,0
0.494,403,8997,24,26,0,1,0
0.5589,490,339,56,14,0,0,0
0.759,87292,903,48,24,0,0,0
0.0701,2071,1426,284,28,2,1,1
0.0472,3419,607,214,30,0,0,1
1.1145,358,6509,11,3,0,2,1
0.0223,37126,2,45,39,0,3,1
0.0857,32,22,163,57,2,1,1
0.5704,60,34,25,33,1,1,0
0.2905,144,4094,41,17,0,1,0
0.653,416,15546,75,4,1,1,0
0.1613,629,2235,48,21,2,0,0
0.7139,3368,5572,67,6,0,0,0
0.6285,71744,2,172,60,0,0,1
0.1853,1300,612,296,60,1,0,1
0.4872,435,3991,52,5,0,0,0
0.0417,62,1104,9,34,1,0,0
3.302,21,256,15,12,0,2,0
0.7385,8096,376,288,18,1,0,1
0.6842,81,1040,54,21,0,0,0
0.0562,2301,310,29,8,0,2,0
0.6538,4754,5636,179,33,1,0,1
0.1648,1444,235,29,10,0,0,0
0.3592,103,8760,38,33,0,0,0
0.5163,266,97,66,7,0,2,0
1.0337,1476,47,12,29,2,1,0
0.2806,58,408,42,17,0,0,0
1.1302,11621,2345,9,7,0,0,0
0.1221,259,189,27,2,1,0,0
0.4511,20298,4448,33,22,2,0,0
0.2296,3628,112,42,19,1,0,0
1.9309,117,3034,19,18,1,0,0
0.1382,22,165,2,8,0,2,0
0.1608,22842,636,214,10,2,2,1
0.0428,129,665,73,12,2,0,0
0.3577,21,16,41,14,0,0,0
0.4086,276,112,17,10,1,0,0
0.4103,3439,5,285,14,1,0,1
0.0922,5843,157,44,26,1,0,0
0.0135,35,37946,68,3,0,1,0
0.3634,7117,214,124,66,1,0,1
0.4914,54,1295,12,28,0,2,0
0.8679,934,295,20,28,0,2,0
0.5658,8988,11864,56,22,0,0,0
0.3694,476,4696,74,16,0,0,0
0.9945,953,12,39,50,0,0,1
0.3941,191,47,22,19,1,0,0
0.465,761,2392,4,33,0,3,0
0.18,54064,528,204,27,1,2,1
0.0258,16977,94,97,17,0,1,1
0.3666,4123,5410,46,23,1,2,0
0.5094,15,14487,30,22,0,3,0
0.3781,501,390,35,5,1,3,0
0.1227,59,8,46,31,0,0,0
0.6818,262,1149,7,29,1,0,0
0.054,611,154,23,32,0,0,0
1.3391,35,195,31,21,1,0,0
0.1851,6172,165,167,42,0,2,1
0.4288,2286,53,75,19,0,2,0
0.2704,1997,292,212,9,1,2,1
0.2892,9473,113,272,14,0,2,1
0.0705,10040,41,88,7,0,1,1
0.2241,309,2,157,12,1,0,1
0.8077,8,752,16,20,0,2,0
0.0768,305,42,38,21,0,1,0
1.017,1224,69,286,17,1,3,1
0.0938,8646,61,187,59,1,2,1
0.2033,266,57,168,33,0,0,1
0.0939,876,6130,46,23,0,2,0
0.1226,163,396,63,7,1,0,0
