air_temp,process_temp,rotational_speed,torque,tool_wear,failure
302.86,313.38,1365.5,45.51,12.1,1
300.08,308.27,1351.9,54.36,220.2,1
299.19,308.44,1562.4,53.28,167.5,0
298.93,310.12,1364.8,40.65,69.0,0
297.04,304.26,1314.1,61.57,22.5,0
297.91,307.84,1417.1,47.82,137.8,0
301.24,311.44,1420.7,50.89,214.1,0
300.97,311.04,1511.6,37.3,7.9,0
301.11,311.63,1529.0,37.1,183.0,0
299.13,310.32,1453.4,46.53,123.2,0
298.73,308.64,1521.4,59.21,144.1,0
299.15,309.79,1298.5,39.63,216.7,0
301.5,312.17,1380.4,41.22,99.4,0
299.33,308.49,1504.9,28.13,34.5,0
302.73,312.63,1719.0,47.14,153.5,0
297.55,308.15,1480.2,52.67,24.8,0
298.02,308.27,1395.3,53.65,98.2,0
301.69,311.43,1711.5,51.42,65.7,0
298.21,306.68,1404.7,42.84,134.7,0
303.3,312.22,1330.8,64.4,60.5,0
300.35,309.15,1673.8,60.35,165.3,0
299.28,309.18,1334.7,42.89,42.9,0
299.08,310.89,1516.9,66.33,196.0,1
301.22,311.0,1592.6,66.59,199.9,0
300.38,310.58,1587.9,32.33,181.4,0
299.82,310.89,1658.9,45.22,215.2,0
300.49,309.41,1265.4,40.35,59.8,0
298.58,309.44,1436.5,35.74,124.1,0
296.82,305.0,1467.5,41.94,159.2,0
299.66,310.13,1491.4,38.82,69.1,0
300.77,309.69,1643.4,38.44,90.4,0
299.95,308.55,1497.5,39.74,207.2,0
300.95,310.76,1544.5,34.03,187.0,0
300.77,313.36,1367.1,27.24,64.4,0
304.47,313.91,1694.6,25.13,214.8,0
298.66,308.02,1346.2,63.5,33.3,0
299.1,307.91,1381.6,61.35,182.1,0
300.59,313.55,1598.4,30.92,94.3,0
299.55,310.17,1319.9,50.67,50.7,0
296.83,307.17,1555.2,51.22,3.8,0
300.68,310.53,1543.0,43.68,82.1,1
299.53,309.7,1441.8,41.99,211.3,0
295.53,306.22,1597.1,47.23,50.5,0
302.53,310.88,1589.7,21.83,121.1,0
298.19,307.65,1628.2,45.74,184.0,0
301.05,312.04,1612.4,28.5,212.2,0
300.45,313.28,1559.3,46.32,224.6,1
298.52,308.49,1615.8,29.03,110.4,0
295.76,304.92,1559.7,40.44,71.3,0
301.34,311.46,1424.2,28.9,16.6,0
302.46,312.53,1582.7,15.55,122.1,0
299.89,310.14,1544.3,32.65,142.5,0
302.02,310.73,1379.8,18.05,218.9,0
299.73,308.56,1413.0,28.13,142.5,0
301.55,312.07,1761.6,46.5,28.3,0
303.54,313.03,1432.7,19.84,215.3,0
301.86,309.11,1254.5,28.7,119.1,0
296.83,306.32,1456.4,47.11,57.0,0
300.01,310.41,1512.0,54.93,49.9,0
299.45,308.82,1512.3,23.05,55.2,1
298.71,309.11,1302.8,20.98,172.7,1
299.46,309.23,1470.4,39.0,100.5,0
303.29,312.75,1450.3,27.46,134.1,0
299.9,310.4,1538.1,55.76,100.3,0
299.42,308.85,1509.9,20.09,30.5,0
300.01,310.81,1527.8,58.81,173.4,0
301.09,312.29,1488.5,48.48,165.8,0
304.06,314.49,1618.0,37.11,57.7,0
298.26,308.06,1463.9,57.12,203.6,0
300.0,310.18,1492.8,21.53,21.5,0
299.44,310.74,1430.7,31.33,73.9,0
302.85,313.29,1486.5,48.51,63.5,1
302.32,313.91,1292.8,34.86,48.2,0
302.5,311.96,1440.6,29.88,190.5,0
298.46,309.72,1435.8,17.52,83.8,0
299.81,307.98,1477.6,33.09,13.5,0
303.14,316.25,1456.4,62.03,196.0,1
300.98,310.71,1348.2,57.36,137.0,0
297.63,307.62,1504.4,47.07,6.8,0
302.41,313.71,1376.5,44.09,96.9,0
301.95,312.9,1091.7,63.7,218.2,1
300.18,312.78,1518.0,58.22,221.3,1
296.52,306.44,1708.5,31.77,161.7,0
304.32,320.09,1338.8,38.69,229.2,1
299.56,309.93,1625.3,37.47,57.9,0
298.7,309.62,1396.3,68.38,206.2,0
299.49,311.34,1560.8,45.6,196.1,0
300.7,310.84,1470.9,46.04,36.4,0
301.26,312.24,1603.2,40.25,98.5,0
299.12,308.09,1496.2,51.34,98.6,0
300.26,309.08,1282.8,34.58,166.8,0
300.68,310.91,1581.1,61.3,60.0,0
300.38,309.65,1167.8,57.97,221.7,1
296.94,308.39,1497.7,36.35,117.7,0
296.92,307.34,1392.8,38.12,41.2,0
300.66,310.82,1595.1,53.48,92.8,0
301.25,309.17,1527.3,32.46,212.6,0
300.13,310.05,1410.7,39.3,111.5,0
299.48,310.08,1260.7,10.72,202.8,0
302.16,312.23,1585.3,21.5,45.2,0
295.48,305.51,1327.3,49.15,138.2,0
301.99,312.74,1326.7,45.36,14.6,0
299.46,308.79,1545.7,63.22,26.5,0
298.74,308.47,1359.7,33.42,129.3,0
300.18,310.71,1457.1,52.58,162.2,0
303.72,312.88,1418.6,62.87,183.6,0
300.94,310.89,1350.7,38.55,25.8,0
299.67,309.32,1546.9,50.6,157.6,0
297.91,308.42,1406.1,46.4,42.9,0
299.87,310.47,1241.9,41.68,30.0,0
300.15,311.61,1519.1,56.83,64.3,0
303.25,315.06,1449.3,34.99,6.9,0
301.99,310.61,1201.5,71.39,200.6,1
299.11,309.09,1679.5,40.79,192.1,0
301.21,310.71,1488.3,49.99,173.2,0
298.34,309.04,1424.9,53.6,161.2,0
297.81,307.32,1623.0,59.43,166.4,0
300.76,309.26,1546.3,20.87,104.2,0
297.94,307.2,1314.5,32.96,22.5,0
297.68,309.54,1291.5,64.21,182.9,1
301.14,312.1,1524.5,36.55,17.5,0
298.86,308.77,1458.0,38.77,173.7,0
300.33,309.76,1556.4,34.84,201.0,0
300.11,309.38,1367.6,11.36,101.3,0
294.87,304.64,1456.0,52.03,91.5,0
296.53,305.38,1384.5,47.45,98.8,0
298.44,307.72,1446.3,28.52,183.9,0
300.13,308.49,1479.2,9.83,146.7,0
300.55,309.36,1401.0,49.6,53.0,0
300.56,309.6,1573.2,58.68,153.9,0
305.96,317.1,1300.9,44.95,248.3,1
297.02,306.78,1409.2,37.94,64.9,0
300.99,309.89,1350.1,57.11,164.0,0
304.32,315.05,1636.9,41.66,137.4,0
303.83,315.12,1587.6,48.27,64.2,0
300.19,309.59,1486.2,24.75,217.2,0
297.12,306.39,1484.9,37.1,122.6,0
300.24,310.43,1501.5,33.16,6.8,0
298.53,307.57,1303.0,34.96,63.5,0
300.03,309.84,1497.0,29.73,19.8,0
299.87,309.66,1503.7,41.05,218.5,0
303.0,312.22,1489.2,41.78,213.4,0
293.9,301.72,1368.4,42.98,115.5,0
301.21,316.71,1248.4,58.94,210.1,1
297.15,308.04,1450.6,18.4,8.6,1
300.42,309.59,1571.0,21.2,94.6,0
297.5,308.2,1410.3,44.35,77.9,1
299.57,310.17,1473.0,13.69,48.5,0
305.95,318.46,1607.4,59.6,203.2,1
300.29,310.85,1327.9,31.6,90.6,0
301.3,309.96,1630.4,28.67,67.5,0
299.1,308.81,1605.0,52.19,156.0,0
298.61,310.4,1401.7,27.63,185.3,0
299.39,306.68,1408.6,56.22,54.4,1
299.73,311.04,1334.9,39.28,208.7,0
298.65,309.36,1550.9,30.55,118.2,1
299.51,309.12,1652.7,17.07,23.8,0
301.7,310.7,1398.8,23.91,198.5,0
301.35,310.13,1486.8,34.14,164.2,0
299.07,311.06,1378.4,30.23,146.8,0
301.42,311.32,1430.8,48.24,39.3,0
300.05,309.38,1432.5,47.77,19.5,0
303.33,314.44,1630.4,43.12,117.7,0
300.17,310.77,1652.7,20.28,131.9,0
299.8,309.9,1528.2,55.58,24.2,0
299.53,307.84,1570.7,61.56,192.4,0
299.82,310.79,1516.1,27.85,174.5,0
297.51,309.56,1617.1,33.15,74.6,0
298.76,308.71,1507.6,42.93,79.0,0
296.29,306.93,1381.9,31.29,78.2,0
299.89,306.9,1630.2,40.03,184.9,0
301.96,311.83,1363.3,28.27,28.5,0
298.48,310.25,1522.1,57.93,140.4,0
296.23,305.04,1539.0,46.76,150.2,0
299.24,308.37,1513.6,35.67,135.5,0
299.37,309.58,1526.1,36.98,132.0,0
300.73,309.55,1384.7,42.85,126.1,0
301.7,312.14,1476.5,21.67,57.5,0
301.44,311.35,1430.7,58.49,144.6,0
299.89,308.49,1405.4,50.73,0.3,0
295.99,307.83,1653.8,32.47,75.2,0
299.35,309.56,1756.0,31.09,57.3,0
299.03,310.15,1663.7,47.24,80.2,0
304.21,314.81,1430.7,29.16,45.9,0
300.58,309.22,1617.3,47.15,11.9,0
300.34,310.18,1548.4,32.46,40.5,0
298.19,308.41,1559.2,43.58,200.3,0
302.7,312.14,1839.5,44.85,9.7,0
300.25,311.43,1521.1,39.72,153.8,0
302.88,312.58,1512.9,30.48,112.5,0
299.8,311.14,1535.3,38.49,116.9,0
296.21,303.97,1453.6,46.49,15.4,0
301.09,309.88,1450.1,46.21,104.0,0
303.24,313.62,1477.7,21.14,33.7,0
298.03,307.91,1334.4,54.28,117.4,0
296.33,306.85,1525.1,43.92,151.7,0
302.13,311.34,1367.1,44.49,28.1,0
300.45,311.53,1507.0,36.34,34.4,0
298.92,308.44,1356.1,37.35,95.7,0
297.63,308.35,1545.1,61.85,23.4,0
299.66,308.52,1638.9,47.79,77.3,0
301.78,310.81,1644.5,46.57,31.6,0
299.84,309.12,1477.3,14.69,4.4,0
296.2,305.48,1446.2,29.13,206.5,0
310.17,321.34,1155.7,52.57,190.5,1
301.79,312.26,1434.9,48.71,184.8,0
304.41,312.21,1468.7,51.99,113.0,0
301.53,310.72,1671.8,48.16,219.0,0
299.78,309.91,1474.3,28.43,160.8,0
299.13,309.33,1528.4,30.34,151.5,0
302.85,314.09,1235.1,65.27,212.7,1
302.03,310.82,1601.9,19.24,38.0,0
297.66,306.27,1531.4,38.78,13.1,0
298.95,307.6,1516.4,50.18,210.4,0
300.02,308.94,1447.8,34.38,66.0,0
301.88,311.12,1420.6,42.89,228.3,1
300.53,310.59,1448.9,34.06,91.7,0
298.12,307.72,1554.0,32.3,104.8,0
299.9,310.45,1710.4,33.99,139.4,0
301.99,312.67,1400.4,14.45,70.4,0
301.19,310.63,1485.1,34.13,32.1,0
299.41,310.73,1506.8,56.16,184.7,0
295.99,305.73,1550.3,23.46,215.1,0
299.18,309.3,1548.9,20.08,133.8,0
300.89,311.36,1508.7,50.05,13.8,0
298.94,309.37,1760.7,33.77,111.5,0
297.93,307.79,1350.5,29.05,37.6,0
297.1,307.32,1344.8,43.29,72.7,0
302.18,311.06,1582.6,42.69,159.3,0
300.75,310.23,1546.4,45.76,98.0,0
300.83,311.31,1554.0,37.63,130.9,0
298.33,310.77,1473.0,50.9,51.8,0
301.6,311.01,1653.0,42.78,10.1,0
299.62,307.96,1505.6,60.45,79.8,0
301.86,311.65,1561.1,52.23,43.6,1
299.74,309.94,1474.6,43.63,70.6,0
298.01,307.9,1466.1,35.98,58.5,0
302.99,313.71,1372.7,27.03,180.9,0
300.75,312.5,1505.6,28.25,71.5,0
302.31,312.88,1425.2,34.43,112.8,0
299.61,311.58,1582.4,50.92,176.9,0
296.63,306.05,1467.4,49.44,145.8,0
300.96,312.27,1375.9,31.56,23.9,0
294.61,303.86,1386.4,36.95,184.5,0
294.7,305.52,1550.3,36.56,196.9,0
301.56,312.36,1433.1,49.44,60.7,0
302.62,311.8,1512.6,54.8,45.1,0
297.27,306.71,1409.1,46.69,21.6,0
296.31,305.07,1549.5,29.97,18.0,1
300.52,311.35,1525.4,31.85,161.2,0
303.16,313.41,1710.7,51.4,159.0,0
299.08,309.22,1430.1,28.09,131.5,0
300.64,312.18,1337.9,46.18,123.5,0
302.79,311.97,1671.4,30.11,28.7,0
301.38,310.46,1323.5,37.22,142.9,0
303.83,313.34,1335.7,58.48,206.6,1
300.52,310.19,1722.7,42.43,153.6,0
300.79,311.22,1381.9,36.07,22.5,0
303.64,313.79,1327.1,47.52,186.4,0
299.11,309.69,1503.7,57.42,36.3,1
304.94,313.95,1401.3,49.75,56.2,0
301.95,312.05,1480.7,53.44,170.6,0
299.29,310.94,1488.3,46.12,141.5,0
299.42,309.31,1382.6,48.4,209.1,0
300.11,309.31,1210.6,57.93,246.7,1
303.06,312.49,1480.1,41.6,167.1,0
299.53,309.47,1653.0,33.6,184.0,0
301.22,311.87,1484.0,41.77,158.6,0
302.47,312.43,1551.0,31.9,118.5,0
301.53,311.68,1489.7,51.04,79.3,0
301.33,311.0,1376.6,47.52,87.3,0
297.5,307.63,1337.4,56.81,86.5,0
301.82,311.37,1632.9,22.99,82.9,0
301.45,311.63,1421.2,31.47,100.9,0
300.02,310.85,1298.2,32.94,171.5,0
300.43,309.42,1354.4,41.43,23.6,0
301.41,312.93,1489.1,63.59,182.8,0
296.7,305.89,1799.8,51.09,112.2,0
301.45,312.7,1454.9,52.24,18.8,0
301.77,318.47,1349.2,56.03,246.9,1
301.4,311.29,1625.4,47.77,197.4,0
298.7,310.47,1437.3,31.44,147.4,0
298.0,308.86,1302.2,37.38,84.2,0
302.71,313.41,1309.3,13.74,129.2,0
300.94,309.93,1613.7,42.48,5.7,0
301.1,310.19,1476.5,25.35,79.8,0
297.82,306.95,1462.6,37.97,59.6,0
300.01,309.02,1414.6,33.65,187.9,0
298.52,310.12,1642.1,32.91,134.3,0
296.84,307.39,1510.4,23.55,129.5,0
297.56,309.03,1110.6,66.3,196.2,1
304.37,315.34,1327.5,59.12,242.5,1
296.18,306.62,1424.5,52.86,219.1,0
299.39,311.01,1260.4,64.05,5.0,0
299.8,307.94,1457.1,37.81,25.1,1
300.78,310.22,1535.5,33.56,112.0,0
296.49,305.36,1723.6,54.22,24.5,0
302.45,312.25,1505.9,35.79,7.9,0
302.27,310.77,1591.1,35.68,22.6,0
309.51,319.52,1397.5,41.15,196.4,1
303.28,313.64,1288.8,65.54,237.8,1
301.98,310.89,1492.9,5.49,151.4,0
296.22,308.13,1529.2,31.05,45.3,0
298.5,307.46,1283.0,28.68,11.0,1
298.09,308.79,1555.0,35.77,34.0,0
299.9,311.74,1425.9,43.28,172.2,0
300.21,310.39,1829.6,57.04,101.8,0
303.03,315.1,1594.9,46.3,137.7,0
301.17,311.02,1465.7,39.67,181.9,0
303.81,314.89,1476.2,63.14,10.1,0
298.66,308.66,1669.3,34.49,58.9,0
297.69,306.98,1489.0,52.97,106.0,0
295.9,306.05,1444.7,39.74,40.0,0
301.01,311.23,1455.1,34.28,97.2,0
303.18,313.6,1429.6,25.88,126.1,0
304.12,315.61,1498.6,40.69,5.1,0
305.1,314.3,1597.8,15.2,159.6,0
300.44,311.37,1441.1,36.3,47.9,0
297.32,306.23,1350.1,34.28,62.4,0
304.26,313.88,1378.8,31.18,112.1,0
300.02,309.9,1392.3,44.5,34.1,0
300.75,311.42,1433.5,34.67,169.6,0
298.14,307.97,1505.6,62.12,147.9,0
302.15,313.33,1523.8,41.72,42.9,0
300.48,308.4,1524.2,46.41,38.6,0
296.08,305.83,1511.6,42.57,160.9,0
298.14,309.99,1645.6,27.4,41.2,1
298.83,309.52,1542.2,21.24,201.7,0
303.85,314.56,1395.7,39.68,155.2,0
297.98,308.7,1404.9,28.88,60.3,0
300.36,310.16,1582.9,44.06,29.6,0
300.32,312.26,1384.4,41.17,123.6,0
299.99,308.82,1649.1,47.35,181.3,0
300.65,309.12,1582.0,46.24,193.3,0
298.81,308.48,1261.4,51.66,242.4,1
303.3,317.3,1403.8,51.4,184.0,1
301.12,310.58,1805.4,28.9,100.3,0
299.88,308.09,1493.1,45.76,46.6,0
297.83,307.04,1447.0,32.71,122.9,0
300.9,312.74,1384.5,33.57,66.0,0
298.11,307.65,1576.0,31.08,157.2,0
297.01,307.3,1524.8,34.29,5.3,0
299.24,309.09,1545.9,43.38,133.0,0
300.76,308.41,1518.1,33.37,34.6,0
295.92,305.62,1256.4,66.23,177.2,1
297.77,307.42,1517.6,43.6,185.1,0
299.11,310.9,1448.1,47.72,145.0,0
298.6,309.85,1486.1,40.39,55.8,0
302.58,313.73,1405.0,37.3,1.5,0
299.81,309.51,1342.0,47.77,78.6,0
300.74,308.14,1691.0,35.08,206.5,0
296.3,305.35,1341.9,24.79,115.6,0
301.74,313.07,1326.7,32.05,114.8,0
298.02,308.03,1513.1,26.8,31.9,0
301.82,310.79,1426.8,27.14,44.2,0
300.81,309.43,1376.4,27.28,172.1,0
297.29,307.29,1391.1,36.1,48.8,0
298.27,308.43,1334.6,27.44,166.6,0
300.41,311.05,1291.6,38.9,57.1,0
298.81,309.9,1491.7,44.76,159.5,0
298.29,307.72,1378.5,37.43,112.7,0
296.66,305.85,1665.6,29.73,66.8,0
298.89,309.11,1506.9,44.67,194.9,0
300.66,310.35,1821.6,47.41,213.3,0
300.41,311.17,1362.7,50.76,69.3,0
298.22,309.22,1474.0,45.96,132.3,1
300.53,310.26,1444.3,38.16,42.6,0
295.17,304.76,1549.9,56.18,116.4,0
300.45,309.35,1474.6,50.9,0.4,0
295.76,304.17,1272.5,55.01,208.1,1
298.39,309.22,1557.2,30.2,19.3,0
299.21,308.09,1358.1,50.31,139.4,0
300.73,310.8,1482.7,36.27,124.0,0
299.49,309.91,1596.1,26.59,204.7,0
301.13,310.59,1371.8,53.4,211.4,1
299.35,310.15,1315.3,48.78,137.2,0
298.84,309.85,1732.3,54.4,66.7,0
296.52,306.61,1656.6,45.04,50.5,0
297.0,306.69,1392.6,46.23,50.9,0
300.89,309.46,1431.9,42.32,2.8,0
297.39,308.5,1797.1,36.25,72.7,0
301.1,311.67,1731.3,27.11,90.5,0
303.21,313.09,1572.4,47.13,190.0,0
299.88,310.04,1585.7,27.48,77.8,0
299.18,311.16,1378.0,36.04,22.2,0
299.61,309.99,1653.6,25.32,119.1,0
300.59,310.86,1546.9,40.47,145.1,0
299.94,314.18,1484.4,53.41,227.3,1
301.59,312.2,1577.8,36.84,112.1,0
300.55,311.64,1596.2,19.8,210.1,0
300.88,310.48,1483.9,76.12,46.2,0
300.86,310.39,1389.9,49.04,173.3,1
300.44,310.59,1397.7,52.24,177.6,0
303.52,314.55,1528.8,35.8,202.2,0
301.24,310.92,1468.0,64.24,157.9,0
299.43,310.44,1503.4,33.73,73.9,0
300.59,310.29,1345.6,54.75,164.3,0
299.21,308.68,1401.1,32.73,59.0,0
299.32,307.85,1507.0,28.27,159.1,0
298.73,307.54,1364.5,45.27,111.1,0
301.56,311.42,1066.7,50.88,246.4,1
302.55,312.46,1487.7,43.24,103.2,0
302.35,311.52,1479.4,37.43,234.8,1
297.15,308.41,1527.6,37.8,68.1,0
302.16,313.27,1517.7,26.63,86.3,0
299.83,309.17,1545.7,36.66,133.0,0
301.21,311.73,1312.3,56.13,158.9,0
298.36,309.48,1394.1,35.79,64.0,0
296.79,307.73,1492.6,26.92,73.7,0
295.51,304.52,1653.0,9.68,30.2,1
297.72,308.95,1470.9,28.88,3.2,0
302.87,314.56,1382.9,25.67,240.2,1
299.19,307.68,1284.6,51.05,184.3,0
300.24,309.83,1528.4,55.72,0.8,0
303.44,315.4,1268.1,27.8,201.2,0
300.24,309.36,1649.5,63.42,168.1,0
301.32,312.96,1586.6,45.17,134.2,0
298.35,307.48,1552.6,34.52,193.1,0
302.48,311.89,1259.0,57.08,77.1,0
298.63,307.79,1499.2,32.37,115.8,0
305.36,313.71,1371.7,67.11,215.2,1
299.29,308.32,1466.1,60.76,219.4,1
302.17,312.1,1603.6,31.89,49.9,0
304.11,317.32,954.1,49.68,230.3,1
300.61,310.8,1767.4,36.51,84.2,0
301.94,312.96,1681.5,45.55,90.1,0
299.33,309.46,1537.3,23.94,27.3,0
299.26,309.37,1667.8,47.46,207.4,0
298.65,308.0,1391.0,42.06,9.8,0
302.86,311.8,1353.3,24.47,104.5,0
297.87,308.63,1233.0,69.08,215.6,1
301.2,311.04,1493.9,45.94,44.3,0
298.93,310.57,1467.0,24.37,56.2,0
307.19,317.41,1269.7,62.35,231.9,1
305.69,315.07,1316.5,50.91,206.4,1
298.83,307.82,1586.7,36.57,91.2,0
303.59,312.41,1597.8,53.9,207.1,0
300.05,310.12,1206.0,61.67,155.7,1
300.79,308.96,1414.0,39.38,54.6,0
299.07,307.19,1648.4,49.67,138.2,0
297.96,308.25,1590.0,36.8,79.8,0
300.18,310.57,1665.9,63.92,43.7,0
301.09,310.74,1672.6,51.91,84.1,0
298.16,308.26,1491.6,29.09,71.4,0
299.66,311.53,1492.7,19.47,48.8,0
300.42,311.71,1610.2,33.7,31.2,0
300.49,311.37,1548.4,43.37,121.7,1
297.55,307.98,1475.4,54.74,88.5,0
301.87,309.99,1448.0,27.69,178.5,0
300.0,310.64,1352.4,30.92,217.5,1
301.55,312.3,1517.8,45.43,211.4,0
302.33,312.27,1599.5,50.4,57.4,0
305.25,311.99,1487.7,41.89,108.9,0
302.12,313.25,1000.1,50.58,225.3,1
299.86,309.27,1442.0,29.66,17.4,0
297.05,307.78,1690.8,45.86,103.3,0
298.75,308.35,1705.6,46.18,167.5,0
300.09,309.72,1417.8,7.03,159.9,0
300.18,310.31,1393.5,34.7,218.5,0
305.03,313.22,1295.4,15.2,1.5,0
296.69,308.26,1697.5,37.13,195.3,0
300.68,312.02,1608.4,56.88,118.9,0
301.46,311.47,1307.2,43.29,108.4,0
302.76,311.27,1525.4,34.65,205.1,0
298.66,307.86,1534.3,37.96,181.1,1
298.84,308.81,1340.3,23.47,177.8,0
299.25,309.91,1463.4,39.54,172.8,0
298.07,307.41,1630.6,37.69,111.1,0
299.63,309.04,1367.6,38.87,208.4,0
298.89,308.7,1604.0,47.73,160.1,0
302.62,312.35,1611.4,13.8,7.9,0
301.12,311.85,1517.0,36.8,96.3,0
297.76,307.81,1433.9,19.03,62.4,0
302.28,312.63,1755.9,49.24,171.3,0
298.67,308.17,1478.0,56.19,54.8,0
298.87,307.66,1445.4,50.5,187.9,0
298.88,308.65,1522.6,51.05,58.0,0
300.86,309.29,1466.6,53.2,50.8,0
300.66,313.22,1426.6,61.76,51.7,0
301.09,309.46,1614.9,61.83,190.1,0
300.99,311.36,1434.1,69.38,185.0,1
300.88,310.07,1629.7,43.43,80.4,0
304.79,314.37,1410.0,41.18,24.7,0
300.03,311.0,1731.6,50.13,196.2,0
297.36,308.56,1698.3,38.69,123.2,0
298.64,309.53,1626.2,51.57,183.8,0
304.04,312.96,1636.2,48.26,179.1,0
304.46,313.73,1364.0,24.5,93.6,0
301.97,312.6,1668.8,30.82,38.4,0
298.51,307.76,1384.6,12.7,31.6,0
297.36,306.23,1619.6,63.11,145.5,0
302.13,310.57,1484.1,30.03,110.6,1
300.39,310.14,1433.2,44.54,217.7,0
302.2,311.18,1552.2,49.23,33.6,0
299.07,309.34,1557.2,48.59,112.4,0
300.65,308.63,1336.4,41.14,197.3,0
300.37,309.49,1620.4,45.23,120.9,0
298.66,307.55,1308.7,45.49,44.6,1
299.57,309.1,1431.2,36.44,68.2,0
300.13,310.12,1458.3,60.7,116.5,0
299.38,310.03,1446.4,61.66,176.4,0
299.36,310.13,1478.0,49.93,28.4,0
295.79,307.08,1401.2,54.23,83.6,0
297.17,307.59,1695.5,17.88,7.2,0
302.26,311.14,1315.0,54.83,50.4,0
302.23,312.35,1619.7,59.36,85.9,0
300.2,310.66,1389.2,54.08,6.8,0
296.2,304.84,1447.3,20.43,25.8,0
296.99,306.09,1524.7,58.87,157.6,1
298.69,307.61,1389.9,46.72,107.0,0
303.29,312.14,1300.9,9.27,130.8,0
300.77,310.4,1629.4,40.1,27.7,0
298.0,307.69,1458.6,46.67,137.9,0
299.67,310.09,1373.7,24.7,73.1,0
297.37,306.58,1514.4,37.57,34.9,0
299.16,309.22,1422.9,35.26,10.1,0
297.74,308.34,1128.4,57.56,162.7,1
299.43,309.25,1480.9,46.37,66.6,0
301.2,309.92,1352.7,22.8,214.0,0
301.49,312.87,1500.6,44.23,36.2,0
304.89,313.74,1443.9,21.08,118.5,0
297.48,306.41,1458.3,32.64,30.5,0
302.45,313.05,1863.6,28.66,119.4,0
301.93,312.64,1522.3,46.67,35.7,0
299.23,308.74,1346.4,51.86,81.6,0
300.8,310.35,1566.0,27.86,202.1,0
297.62,307.3,1589.8,36.91,91.6,0
296.45,306.58,1414.3,46.75,218.3,0
302.11,312.66,1325.4,27.65,118.1,0
297.3,307.85,1499.9,30.98,64.6,0
301.32,311.23,1351.5,59.06,70.8,0
301.03,312.03,1511.4,61.64,171.6,0
300.63,309.88,1509.1,48.33,78.1,0
300.91,311.2,1501.2,17.04,45.8,0
300.02,310.13,1470.9,55.26,200.4,0
299.46,311.17,1444.1,52.15,150.5,0
299.05,308.33,1426.5,60.7,66.3,0
301.85,312.56,1526.0,30.18,99.0,0
299.93,309.48,1691.9,25.27,166.7,0
296.82,306.61,1488.3,56.96,35.9,0
300.06,311.43,1563.8,56.25,77.5,0
300.62,308.19,1497.6,47.14,19.6,0
296.85,305.35,1532.7,47.88,38.4,0
300.04,310.16,1327.7,33.94,36.4,0
301.94,311.78,1554.3,46.08,179.1,0
302.49,312.45,1417.0,44.4,56.6,0
298.54,307.67,1485.5,23.76,164.4,0
297.8,306.65,1708.0,39.5,163.8,0
301.63,310.5,1279.2,52.89,180.6,0
302.92,311.87,1369.1,23.51,80.3,0
297.93,309.16,1249.2,38.69,182.4,0
305.23,314.23,1379.8,66.28,211.9,1
300.55,309.18,1624.3,40.36,136.8,0
298.2,306.25,1368.0,52.46,115.5,0
304.72,317.85,1654.4,24.53,170.2,1
300.73,311.59,1275.1,58.85,205.7,0
302.81,313.76,1671.0,39.41,203.5,0
302.73,313.83,951.9,70.32,241.1,1
298.57,308.33,1611.3,44.69,186.7,0
297.9,307.43,1469.5,52.14,201.1,0
299.23,309.69,1523.7,25.02,112.6,0
302.84,311.85,1502.2,29.67,52.3,0
300.7,311.98,1577.8,75.07,172.7,0
301.28,310.11,1592.7,34.95,169.6,0
303.38,313.11,1617.9,36.38,198.2,0
297.39,306.83,1551.3,47.24,31.8,0
299.91,310.24,1271.4,51.25,54.4,0
298.91,310.41,1391.2,44.09,203.5,1
305.46,315.58,1536.2,57.02,15.1,0
300.6,310.37,1300.6,37.49,197.5,1
305.5,315.87,1275.3,59.39,212.1,1
297.34,309.38,1219.9,55.16,171.6,1
302.36,312.14,1275.8,53.96,159.9,1
299.04,307.41,1191.8,27.41,55.3,0
301.92,310.8,1477.5,51.36,86.3,1
299.02,309.03,1465.5,30.91,208.4,0
300.52,309.83,1352.8,62.64,3.5,0
299.02,310.88,1519.1,33.66,141.1,0
298.81,308.9,1503.0,29.91,97.5,0
299.06,308.94,1438.2,47.66,118.6,0
300.46,312.26,1524.6,25.63,118.5,0
297.54,307.24,1429.9,14.85,99.9,0
297.84,307.37,1445.5,52.9,73.6,0
300.89,309.86,1590.0,41.85,215.0,0
298.72,309.4,1513.8,46.45,101.3,0
300.86,309.44,1545.2,63.49,80.0,0
299.72,309.02,1497.9,43.9,146.7,0
300.97,310.28,1532.5,40.32,117.2,0
301.1,312.53,1426.7,35.61,65.0,0
301.75,312.36,1502.8,65.76,15.6,0
300.84,310.85,1766.6,36.12,6.0,0
303.6,313.36,1329.1,32.72,60.4,0
298.22,308.16,1602.4,53.16,151.1,1
302.67,311.33,1471.1,50.86,114.8,0
301.94,312.58,1581.3,36.08,195.5,0
298.5,308.88,1287.4,49.85,51.4,1
303.23,312.08,1555.2,58.14,55.2,0
299.09,308.12,1304.0,47.3,116.5,0
298.71,309.3,1543.6,36.21,48.5,0
300.88,312.36,1444.5,27.92,218.3,0
299.42,308.45,1501.1,37.96,184.7,0
299.9,311.47,1443.2,31.89,166.0,0
297.0,308.64,1449.2,46.79,166.7,0
302.02,312.66,1584.4,35.34,110.7,0
301.1,312.78,1418.1,41.76,205.1,0
299.09,307.61,1378.6,39.69,149.8,0
299.65,307.8,1577.4,38.76,75.5,0
